0.0 		 0.0 		 0.0 
0.0 		 0.05 		 100.0 
0.0 		 0.1 		 100.0 
0.0 		 0.15 		 100.0 
0.0 		 0.2 		 100.0 
0.0 		 0.25 		 100.0 
0.0 		 0.3 		 100.0 
0.0 		 0.35 		 100.0 
0.0 		 0.4 		 100.0 
0.0 		 0.45 		 100.0 
0.0 		 0.5 		 100.0 
0.0 		 0.55 		 100.0 
0.0 		 0.6 		 100.0 
0.0 		 0.65 		 100.0 
0.0 		 0.7 		 100.0 
0.0 		 0.75 		 100.0 
0.0 		 0.8 		 100.0 
0.0 		 0.85 		 100.0 
0.0 		 0.9 		 100.0 
0.0 		 0.95 		 100.0 
0.05 		 0.0 		 100.0 
0.0025 		 0.05 		 100.0 
0.000125 		 0.1 		 100.0 
6.25e-06 		 0.15 		 100.0 
3.125e-07 		 0.2 		 100.0 
1.5625000000000003e-08 		 0.25 		 100.0 
7.812500000000002e-10 		 0.3 		 100.0 
3.906250000000001e-11 		 0.35 		 100.0 
1.9531250000000005e-12 		 0.4 		 100.0 
9.765625000000003e-14 		 0.45 		 100.0 
4.882812500000001e-15 		 0.5 		 100.0 
2.4414062500000004e-16 		 0.55 		 100.0 
1.2207031250000002e-17 		 0.6 		 100.0 
6.103515625000001e-19 		 0.65 		 100.0 
3.0517578125e-20 		 0.7 		 100.0 
1.5258789062500002e-21 		 0.75 		 100.0 
7.62939453125e-23 		 0.8 		 100.0 
3.814697265625e-24 		 0.85 		 100.0 
1.9073486328125002e-25 		 0.9 		 100.0 
9.536743164062501e-27 		 0.95 		 100.0 
0.1 		 0.0 		 100.0 
0.005 		 0.05 		 100.0 
0.00025 		 0.1 		 100.0 
1.25e-05 		 0.15 		 100.0 
6.25e-07 		 0.2 		 100.0 
3.1250000000000005e-08 		 0.25 		 100.0 
1.5625000000000003e-09 		 0.3 		 100.0 
7.812500000000001e-11 		 0.35 		 100.0 
3.906250000000001e-12 		 0.4 		 100.0 
1.9531250000000006e-13 		 0.45 		 100.0 
9.765625000000003e-15 		 0.5 		 100.0 
4.882812500000001e-16 		 0.55 		 100.0 
2.4414062500000004e-17 		 0.6 		 100.0 
1.2207031250000002e-18 		 0.65 		 100.0 
6.103515625e-20 		 0.7 		 100.0 
3.0517578125000003e-21 		 0.75 		 100.0 
1.52587890625e-22 		 0.8 		 100.0 
7.62939453125e-24 		 0.85 		 100.0 
3.8146972656250004e-25 		 0.9 		 100.0 
1.9073486328125002e-26 		 0.95 		 100.0 
0.15 		 0.0 		 100.0 
0.0075 		 0.05 		 100.0 
0.000375 		 0.1 		 100.0 
1.8750000000000002e-05 		 0.15 		 100.0 
9.375000000000001e-07 		 0.2 		 100.0 
4.687500000000001e-08 		 0.25 		 100.0 
2.3437500000000003e-09 		 0.3 		 100.0 
1.1718750000000002e-10 		 0.35 		 100.0 
5.859375000000001e-12 		 0.4 		 100.0 
2.9296875000000005e-13 		 0.45 		 100.0 
1.4648437500000003e-14 		 0.5 		 100.0 
7.324218750000001e-16 		 0.55 		 100.0 
3.6621093750000004e-17 		 0.6 		 100.0 
1.8310546875000003e-18 		 0.65 		 100.0 
9.155273437500002e-20 		 0.7 		 100.0 
4.577636718750001e-21 		 0.75 		 100.0 
2.2888183593750005e-22 		 0.8 		 100.0 
1.1444091796875002e-23 		 0.85 		 100.0 
5.722045898437501e-25 		 0.9 		 100.0 
2.86102294921875e-26 		 0.95 		 100.0 
0.2 		 0.0 		 100.0 
0.01 		 0.05 		 100.0 
0.0005 		 0.1 		 100.0 
2.5e-05 		 0.15 		 100.0 
1.25e-06 		 0.2 		 100.0 
6.250000000000001e-08 		 0.25 		 100.0 
3.1250000000000007e-09 		 0.3 		 100.0 
1.5625000000000003e-10 		 0.35 		 100.0 
7.812500000000002e-12 		 0.4 		 100.0 
3.906250000000001e-13 		 0.45 		 100.0 
1.9531250000000005e-14 		 0.5 		 100.0 
9.765625000000002e-16 		 0.55 		 100.0 
4.882812500000001e-17 		 0.6 		 100.0 
2.4414062500000004e-18 		 0.65 		 100.0 
1.220703125e-19 		 0.7 		 100.0 
6.103515625000001e-21 		 0.75 		 100.0 
3.0517578125e-22 		 0.8 		 100.0 
1.52587890625e-23 		 0.85 		 100.0 
7.629394531250001e-25 		 0.9 		 100.0 
3.8146972656250004e-26 		 0.95 		 100.0 
0.25 		 0.0 		 100.0 
0.0125 		 0.05 		 100.0 
0.000625 		 0.1 		 100.0 
3.125e-05 		 0.15 		 100.0 
1.5625e-06 		 0.2 		 100.0 
7.8125e-08 		 0.25 		 100.0 
3.906250000000001e-09 		 0.3 		 100.0 
1.9531250000000004e-10 		 0.35 		 100.0 
